"Key","SourceString"
"DFr_4D22BACD.Text","“How can an antidote to a king be the death of a kingdom?”"
"DFr_895B0BC3.Text","“You are making no sense. Speak plainly.”"
"DFr_75E09890.Text","“So to save the kingdom I have to poison the king?"
"DFr_523CE061.Text","“You are speaking of treason!”"
"DFr_2D1B27CD.Text","“I don't get any of this shit. Could you just speak plainly for once?”"
"DFr_02DB8C07.Text","“So what did Guncle actually do to him?”"
"DFr_54493C3F.Text","“How do you answer to Caldaria?”"
"DFr_EEC5B01E.Text","“Blasphemy! Begone vile heretic!”"
"DFr_295AA112.Text","“What other side of the coin?”"
"DFr_1C15C904.Text","“So the king is not physically ill?”"
"DFr_E623B189.Text","“Why did Guncle do this?”"
"DFr_24E3231A.Text","“I understand her hatred for the tribes, but not for our king.”"
"DFr_BDF485C6.Text","“How could she desire this?!”"
"DFr_7412DCC1.Text","“Caldaria wants our Kingdom to fall?!”"
"DFr_4986F6D2.Text","“She hates a big mushroom?”"
"DFr_952FA0C2.Text","“Because it gave visions that weren't in her name?”"
"DFr_3230DE94.Text","“So she hated Utopia?”"
"DFr_53F3A8F3.Text","“Sounds like she was jealous some mushroom was a better symbol of divinity than her.”"
"DFr_89619706.Text","“Utopia doesn't mean no change!”"
"DFr_38086A9C.Text","“So Grancis broke this circle with Caldarianism.”"
"DFr_7922B1A9.Text","“The tribes weren't perfect though!”"
"DFr_F9491072.Text","“Nothing I guess.”"
"DFr_D96B2503.Text","“Is imposing your will upon the world not completely crazy?”"
"DFr_13535772.Text","“So Grancis broke this circle with Caldarianism.”"
"DFr_A3E725CA.Text","“Cut to the chase, what do you want from me.”"
"DFr_0DA04085.Text","“Gnomes are not mad! Why would you say that?!”"
"DFr_36E87A38.Text","“What is our common denominator?”"
"DFr_EAE4BCCC.Text","“You want me to kill the king! How could you?!”"
"DFr_C9EBD53A.Text","“Say less, I hate monarchies. Lets off him.”"
"DFr_96B69C44.Text","“What will happen if I do this?”"
"DFr_17E76B25.Text","“What will happen if I do this?”"
"DFr_2C1FFFA2.Text","“What will happen if I do this?”"
"DFr_45A81E7F.Text","“Our king is not evil, his nature is kind and benevolent.”"
"DFr_1F53C989.Text","“Alright good enough for me, even if I don't kill him.”"
"DFr_2FF7A3E4.Text","“Why do you think the King is evil?”"
"DFr_6B3545A4.Text","“Okay so how do I do this?”"
"DFr_66AE341E.Text","“How did you see this?”"
"DFr_A19FB7E7.Text","“Playing chess with teeth? That is disgusting.”"
"DFr_0F9D720C.Text","“Was Guncle not on the side of the tribes?”"
"DFr_D4394A18.Text","...."
"DFr_04EB921C.Text","“Okay how do I do this?”"
"DFr_04FD4A2E.Text","“Nope. Fuck you, fuck this, and Fuck your stupid riddles.”"
"DFr_B380D7F4.Text","“Nope. Fuck you, fuck this, and Fuck your stupid riddles.”"
"DFr_448F6AD3.Text","“Nope. Fuck you, fuck this, and Fuck your stupid riddles.”"
"DFr_A9DE5A7C.Text","“I hope to follow in his footsteps.”"
"DFr_309D28C9.Text","“My Guncle had a uni-brow? Bet he was a loser!”"
"DFr_F371F78C.Text","“Please don't compare me to him. I am my own gnome."
"DFr_EDE6ACFC.Text","“Of course you can!”"
"DFr_AFD3FB59.Text","“I don't give out my signature to commoners like you!”"
"DFr_5017BE57.Text","“I'm not famous yet so you don't need my autograph.”"
"DFr_A1C06467.Text","“I used cheese mines to catch some Gamusinos”"
"DFr_788F35AE.Text","“Why do you have a bucket on your head?”"
"DFr_99ED137C.Text","“Its my natural aroma from hunting”"
"DFr_A5111467.Text","“II will be the hero of this story!”"
"DFr_875C5EF7.Text","“Thanks Dad.”"
"DFr_3A855FF4.Text","“I don't care about status.”"
"DFr_D5E2BDA8.Text","“Caldaria has blessed me with great allies.”"
"DFr_49367BC7.Text","“You better start being nice to me if you want some royal doughnuts!”"
"DFr_849DEC66.Text","“It's strange how quickly I have climbed the ranks”"
"DFr_EC8F9A03.Text","“This is no laughing matter. I can save the king!”"
"DFr_71EC06D5.Text","“Centuries to tell a joke? You must suck at comedy.”"
"DFr_987CBDA2.Text","“What was the setup?”"
"DFr_6B311A03.Text","“Cooking? This is more than cooking. This is art.”"
"DFr_CC7855E1.Text","“It was dead when I found it.”"
"DFr_6123577B.Text","“It put up a fight. Nothing I couldn't handle.”"
"DFr_F4CF22A2.Text","“If I'm lucky one day I might cook like Guncle.”"
"DFr_6B246A9A.Text","“What, take a bath?”"
"DFr_F6D77C1A.Text","“Guncle would make a good sous chef.”"
"DFr_FA0177C7.Text","I'm the talk of the Cauldron, Gailor."
"DFr_3CC1B184.Text","If you say so."
"DFr_597992E5.Text","I'm just a small town boy in a big, wide world."
"DFr_069C2ECC.Text","“Can't I get you some spores?”"
"DFr_86BF4C9E.Text","“Only damsel I need will come from being top chef of the realm!”"
"DFr_0E5E5E56.Text","“Tis but a scratch!”"
"DFr_25CB410E.Text","“I bid you send them my thanks for their support.”"
"DFr_3B8920AA.Text","“Told you I'd get the damsels Goctor!”"
"DFr_99449190.Text","“These are distractions from my quest.”"
"DFr_5CD72513.Text","“He killed himself and fed his own hand to the king.”"
"DFr_8EE4CA49.Text","“He got bootyslapped by a big chicken.”"
"DFr_4388DCDC.Text","“Yes.”"
"DFr_55FCB679.Text","“Old age I think.”"
"DFr_E262F768.Text","No I didn't"
"DFr_AADEC741.Text","Yeah baby it smelled delicious!"
"DFr_9B294CD3.Text","“I'm sorry I lied. Guncle is dead.”"
"DFr_D679519A.Text","“Maybe he was sick of you and your wheezy comments so he left.”"
"DFr_D18C1F10.Text","“Beats me.”"
"DFr_A37C3178.Text","“Guncle is dead.”"
"DFr_5F4D1506.Text","“Guncle is shroomfood. Out with the old in with the new!”"
"DFr_185852F8.Text","“No I haven't.”"
"DFr_CBF19E67.Text","“Yeah baby! You and me will go skiing with some gnominas” (Wink at him.)"
"DFr_604804BE.Text","“Can't wait to not have to see your ugly face.”"
"DFr_ADB69F88.Text","“I do not know what to think of all of this.”"
"DFr_E0121F65.Text","Fine. ”"
"DFr_3B7C2752.Text","Nope. Never.”"
"DFr_51A71654.Text","“Sorry dude I tried.”"
"DFr_FD952BEF.Text","“Don't talk to me like that I tried my best.”"
"DFr_B02F4B5C.Text","“It's too hard I can't do it.”"
"DFr_F8EEC5A1.Text","“Okay.”"
"DFr_CE3D1124.Text","“Okay.”"
"DFr_967331EE.Text","..."
"DFr_4572A440.Text","*You Grumble angrily*"
"DFr_7878B72E.Text","Let's not talk about it okay?”"
"DFr_65073048.Text","(Ignore him)"
"DFr_2A86F392.Text","(Softly sob)"
"DFr_D170F0C5.Text","“Tis but a scratch!”"
"DFr_79A43FAA.Text","“I don't remember anything, strange.”"
"DFr_22629758.Text","*You fist-bump this Gmith*"
"DFr_6E991106.Text","*You smile and bait him into a fist-bump, but then pull back at the last second.*"
"DFr_A6789AC6.Text","“Thanks Goctor!“"
"DFr_D724F72B.Text","“Only one extra hit? It wasn't easy getting that pouch.”"
"DFr_C97072A5.Text","“Its okay you're doing your best.”"
"DFr_32B97C6D.Text","“I expected more from you. I am disappointed.”"
"DFr_A0CDA693.Text","“You're the best Gavern!”"
"DFr_5232B774.Text","“How did you make that?”"
"DFr_46F0D1FB.Text","“You're not eating the plates?”"
"DFr_236C8C04.Text","“You're welcome!”"
"DFr_CB1FCEFB.Text","“Thanks Gailor!”"
"DFr_D2EF98A4.Text","“What are you going to do?”"
"DFr_C34E6DB2.Text","“Zerrolean Silk?”"
"DFr_BD78F354.Text","“What are you going to do with it?”"
"DFr_F86243F6.Text","“Here you go.”"
"DFr_B6E880EE.Text","“Wow thank you!”"
"DFr_ED014F77.Text","“Speak in plain english.”"
"DFr_95282CD8.Text","“Thanks Goctor!”"
"DFr_1A316723.Text","“Wait this is the same upgrade as the last one!”"
"DFr_9CF209BA.Text","“Its okay you're doing your best.”"
"DFr_E3E5DFD9.Text","“Not only that. You said the exact same things after I gave it to you.”"
"DFr_EADE5844.Text","“You said you would have better upgrades for me if I brought you more!”"
"DFr_675600D1.Text","“I guess you're doing your best.”"
"DFr_656336B8.Text","“Offer better rewards!”"
"DFr_D48AD4A3.Text","*You quietly watch the old man scratch his head*"
"DFr_B9DDA289.Text","“Thanks Goctor!”"
"DFr_FEC6533B.Text","“Yep.”"
"DFr_0DDE9DE3.Text","“You keep disappointing me.”"
"DFr_A5C8B07C.Text","“Thanks man!”"
"DFr_31D4DDD5.Text","“How does that work exactly?”"
"DFr_8040DA3D.Text","“Did you eat them this time?”"
"DFr_0D8E4B0E.Text","“You're welcome!”"
"DFr_E9257BE1.Text","“Thanks Gailor.”"
"DFr_82CEFC8E.Text","“Here you go.”"
"DFr_ED65A239.Text","“No foreplay straight to business it it?”"
"DFr_EE5F2545.Text","“So what am I getting this time?”"
"DFr_C7C93485.Text","“Here you go.”"
"DFr_EDD8FA31.Text","“I have no idea what you just said.”"
"DFr_C065CAE7.Text","“Thanks Gmith!”"
"DFr_B4D62F80.Text","“Why couldn't you just say that?”"
"DFr_EE4B2978.Text","“Thanks Gmith!”"
"DFr_EA3BBB59.Text","“Thanks.”"
"DFr_FAA70BEA.Text","*You quietly wait.*"
"DFr_86CC71B7.Text","“This reward better not upgrade my health again!”"
"DFr_44B24101.Text","*You snatch the the vial off Goctor, swiftly mix the spores into the liquid, and gulp it down in one go.*"
"DFr_7C57B958.Text","“Just a hunch.”"
"DFr_9DB8469B.Text","“I've seen you do it twice already.”"
"DFr_BA682FDB.Text","“You are senile and useless.”"
"DFr_05337776.Text","“You promised something better!”"
"DFr_C3955435.Text","“Nevermind. Pass the drink over.”"
"DFr_29CF8836.Text","“Thanks Goctor!”"
"DFr_E1DC2779.Text","(You feel horrible and accept the reward)"
"DFr_9B2D9A44.Text","(You feel horrible and accept the reward)"
"DFr_1FB02056.Text","“Thanks Man!”"
"DFr_5F211702.Text","“So your upgrade is that I can get upgrades more quickly?”"
"DFr_46AAA139.Text","“How does that work?”"
"DFr_C1CA3857.Text","“I guess its better than nothing.”"
"DFr_15A288C7.Text","“You finally ate the plates I have been making you!”"
"DFr_44D3655E.Text","“You're welcome!”"
"DFr_0C8890C8.Text","“Thanks Gailor.”"
"DFr_E60294EA.Text","“Here you go.”"
"DFr_8E5D2DB8.Text","“Why don't you trust the visions?”"
"DFr_9CC4C104.Text","“Glad you're finally moving away from being a moody gnome.”"
"DFr_9E6DC1C3.Text","“What do you mean permanent changes?”"
"DFr_26D03413.Text","“How could that be possible?”"
"DFr_62D345C0.Text","“Why do you always have to be so edgy? Just enjoy the food man."
"DFr_03C1E6A7.Text","“How does he know more?”"
"DFr_2DFE91A8.Text","“Why are you scared of that fat gnome? He's harmless.”"
"DFr_BA1FCA51.Text","“The sensation felt forced?”"
"DFr_28D2C3EA.Text","“Thanks Gailor.”"
"DFr_6741D413.Text","“Here you go.”"
"DFr_01FD1C7A.Text","“Wow nice and simple.”"
"DFr_6A600A81.Text","“Thanks Gmith!”"
"DFr_733A6413.Text","“1v1 Who?”"
"DFr_686499FD.Text","Yes"
"DFr_5BEAEC18.Text","(Tell him the Truth)"
"DFr_6DDEAAB0.Text","“What he did was great!”"
"DFr_0896813D.Text","“What he did was horrible!”"
"DFr_3486D214.Text","“What if i want to?”"
"DFr_46A2A7C3.Text","“How could you justify this?”"
"DFr_34F39E5C.Text","“There is always another way.”"
"DFr_C9336084.Text","“Don't talk shit about my Guncs I'll smack you!”"
"DFr_9DEAB649.Text","Hes cramping my style."
"DFr_5BAE9088.Text","“You saying Guncle was wrong to do this?”"
"DFr_77DD3370.Text","“He poisoned the king! He is a heretic!"
"DFr_E32A567C.Text","“I'm sorry I choose the stupid responses to see what will happen.”"
"DFr_508F0E6C.Text","“Come on then let's fight now!”"
"DFr_46EA6C01.Text","“Guncle!”"
"DFr_A7033CBE.Text","“Grancis!”"
"DFr_953B4B4C.Text","“YOU!”"
"DFr_D72E018C.Text","(Tell him the truth)"
"DFr_72EACD7F.Text","Its a shame i know."
"DFr_23561FE7.Text","(You tell gailor the truth)"
"DFr_6F251270.Text","“Hi Gailor. I'm Serious”"
"DFr_F1FA0727.Text","(You tell gailor the truth)"
"DFr_96E77BC8.Text","“I will tell you this truth. You are annoying.”"
"DFr_95F3C937.Text","I don't care"
"DFr_F8EE911E.Text","Oh please Gailor I will stop i promise!"
"DFr_4779015B.Text","*You tell Gailor the truth*"
"DFr_C731D0AE.Text","“Your mum is fat."
"DFr_12023AA1.Text","“He was busy doing the skibidi gyatt on a gamusino.”"
"DFr_9C2FE250.Text","“He didnt want to”"
"DFr_B3DF6C47.Text","“I'm sorry I choose the stupid responses to see what will happen.”"
"DFr_E4EAB439.Text","“I dont know.”"
"DFr_BACF3697.Text","“I'm sorry I lied. Guncle is dead.”"
"DFr_CF1A4408.Text","“No thank you I am busy.”"
"DFr_0E463F67.Text","“How?”"
"DFr_57A04D2C.Text","I saw him (lie)"
"DFr_76014155.Text","“Just a feeling you know”"
"DFr_441B0F90.Text","(Tell the truth)"
"DFr_CF124C94.Text","“Damn I was really hoping to 1v1 him in the forest.”"
"DFr_F10EACD0.Text","No"
"DFr_17026123.Text","“I'm not telling you!”"
"DFr_27B9CDA4.Text","“Fine. I won't ask you any more on this matter.”"
"DFr_2C3FE688.Text","“A basilisk got him.”"
"DFr_1CAE6B78.Text",""
"DFr_2CBF44FC.Text",""
"DFr_021388DF.Text",""
"DFr_CC525058.Text",""
"DFr_4546DA8A.Text",""
"DFr_BE1857A1.Text",""
"DFr_D6AC8B4A.Text",""
"DFr_6695478D.Text",""
"DFr_FA66725C.Text",""
"DFr_73022743.Text",""
"DFr_15F12669.Text",""
"DFr_948881A0.Text",""
"DFr_FD46310F.Text",""
"DFr_5F30C0A1.Text",""
"DFr_8E1CA68D.Text","“I am not mistaken.”"
"DFr_7B5CBD9F.Text","“Why are you hiding this from me?”"
"DFr_2D57F6C7.Text","“You're old and forgetful buddy, maybe you're mistaken.”"
"DFr_2CFE3F2D.Text","“Why not?”"
"DFr_A146A03B.Text","“Just come clean with me, why does Guncle hate our King?”"
"DFr_449F6DA3.Text","“Why not?”"
"DFr_B60BD215.Text","“Is it really that bad?”"
"DFr_98DE7995.Text","“Fine. I won't ask you any more on this matter.”"
"DFr_4ADF6A07.Text","“Fine. I won't ask you any more on this matter.”"
"DFr_DD7D0BBE.Text","“Follow what path? The path of Caldaria?”"
"DFr_574543CE.Text","“It does not sound like sorrow, it sounds like hate. He poisoned our King ”"
"DFr_1536A040.Text","“I cannot fix anything if I don't know the truth.”"
"DFr_BA850862.Text","“Fine. I won't ask you any more on this matter.”"
"DFr_F5A7F188.Text","“Why did you lie to me?”"
"DFr_61FCBCA2.Text","“You will tell me exactly what happened.”"
"DFr_1423DA7D.Text","“So that day sparked the start of the civil war?”"
"DFr_D666ED5C.Text","“I am here with you, you are safe.”"
"DFr_0FB2FF22.Text","“I understand, tell me what you can.”"
"DFr_7AE0A73A.Text","“It is okay, we don't need to do this.”"
"DFr_A99E7BDB.Text","*You give Goctor an encouraging nod and a soft smile.*"
"DFr_C61BAC1D.Text","“Like the ones out there in the festival?”"
"DFr_4EF60416.Text","“But that is smart, he stopped Guncle's infection from spreading.”"
"DFr_407FC62E.Text","*You give Goctor an encouraging nod and a soft smile.*"
"DFr_453DAA87.Text","“So what was the riddle?”"
"DFr_2BD8B34B.Text","*You give Goctor an encouraging nod and a soft smile.*"
"DFr_B0C229F4.Text","“So when did Grancis do the basilisk Dance?”"
"DFr_A03C99A1.Text","“Why Dalensia?”"
"DFr_0CBEC9FE.Text","“What happened in the Last Dance?”"
"DFr_A65299AC.Text","“So this dance sparked the civil war?”"
"DFr_7872B668.Text","“So the keepers, the most connected souls to the damsel, defected?”"
"DFr_98661A95.Text","“What did you do during these visions?”"
"DFr_00FE06A9.Text","“Okay fine, but why would you start a war over this?”"
"DFr_27E044BE.Text","“Galia abandoned Guncle?!”"
"DFr_73AD1660.Text","“She can be heartbroken all she wants, how did Guncle forgive her for this?”"
"DFr_DEA6073F.Text","“How could she help the king?”"
"DFr_D54D6D21.Text","“She sacrificed her connection to her soulmate to save lives. I don't know if I could have done the same.”"
"DFr_13060684.Text","“She screwed over Guncle! What a bitch!”"
"DFr_F3AFD3D9.Text","“How could she help the king?”"
"DFr_2D985557.Text","“What an impossibly tough decision.”"
"DFr_71711077.Text","“That is cold. I would have stayed.”"
"DFr_EEEFE692.Text","“So how is Guncle hailed as a hero?”"
"DFr_8E5AFF0C.Text","“Actually I have heard enough.”"
"DFr_CA088637.Text","“For the Caldarians?”"
"DFr_5FB21AA9.Text","“Aggressive side effects?”"
"DFr_F448C702.Text","“How did he win the war?”"
"DFr_BB776315.Text","“Aggressive side effects?”"
"DFr_2BCB2150.Text","“HOW?!”"
"DFr_FD3BA126.Text","*You nod silently*"
"DFr_5EBD63DE.Text","“I understand.”"
"DFr_76C9846C.Text","“No, I don't care if you have a heart attack from this. Tell me!”"
"DFr_5B0C90D6.Text","“I found a note from Goctor saying Galia went to a Festival during the war.”"
"DFr_EA3398C5.Text","“What?”"
